major,gpa,skills,internships,projects,leadership,career
Business,2.47,"Python,Data Analysis,Statistics,Communication",0,8,2,ML Engineer
Engineering,3.92,"Leadership,Design,Data Analysis,Project Management,Communication",4,2,3,Product Manager
Biology,2.26,"Project Management,Data Analysis",2,1,2,Consultant
Psychology,3.64,"Project Management,Statistics",3,0,0,Data Scientist
Business,2.76,"Leadership,Design",4,3,1,UX Researcher
Mathematics,2.52,"Statistics,Data Analysis",4,2,2,Data Scientist
Computer Science,2.99,"Leadership,Design",3,7,0,UX Researcher
Engineering,2.08,"Data Analysis,Leadership,Design,Project Management",0,1,1,UX Researcher
Psychology,2.28,"Design,Statistics,Data Analysis",1,2,1,UX Researcher
Computer Science,3.13,"Data Analysis,Python,Statistics",3,5,1,Data Scientist
Psychology,2.02,"Java,Design",3,0,2,Software Engineer
Biology,2.41,"Project Management,Statistics",2,7,1,Data Scientist
Mathematics,2.55,"Statistics,Data Analysis,Python,Leadership,Communication",3,9,1,Data Scientist
Psychology,2.39,"Data Analysis,Design,Project Management,Communication,Statistics",3,6,3,UX Researcher
Psychology,2.21,"Python,Java,Project Management",4,3,0,Software Engineer
Mathematics,3.86,"Data Analysis,Java,Communication,Python,Statistics",0,9,2,Data Scientist
Engineering,2.65,"Statistics,Project Management,Communication",0,4,3,Data Scientist
Business,3.76,"Python,Design,Communication,Java,Project Management",1,5,1,Software Engineer
Biology,3.87,"Java,Project Management",3,8,2,Software Engineer
Biology,2.42,"Design,Data Analysis,Leadership,Project Management,Python",1,9,1,Data Scientist
Mathematics,3.54,"Python,Leadership",3,9,3,Software Engineer
Psychology,3.4,"Python,Data Analysis",0,5,0,Software Engineer
Mathematics,3.05,"Data Analysis,Communication,Python,Java",2,8,2,Data Scientist
Psychology,3.88,"Java,Leadership,Communication,Design,Project Management",2,3,0,UX Researcher
Business,2.06,"Python,Project Management,Communication,Design,Data Analysis",0,2,1,ML Engineer
Biology,2.42,"Communication,Data Analysis,Statistics,Java,Design",1,9,3,Software Engineer
Computer Science,3.31,"Communication,Java,Python",1,6,3,Software Engineer
Psychology,3.54,"Python,Leadership,Data Analysis",2,8,0,Software Engineer
Engineering,3.39,"Python,Data Analysis,Design,Leadership",0,1,0,Data Scientist
Mathematics,2.71,"Project Management,Design",0,7,1,Data Scientist
Mathematics,3.12,"Python,Leadership,Project Management",2,1,3,UX Researcher
Mathematics,2.35,"Communication,Leadership,Java,Statistics",0,9,2,Software Engineer
Computer Science,3.98,"Data Analysis,Communication,Design,Python",1,9,2,Data Scientist
Engineering,2.65,"Statistics,Communication,Java,Design",2,6,3,Software Engineer
Biology,3.08,"Project Management,Design",2,3,1,UX Researcher
Psychology,3.31,"Java,Data Analysis,Design,Project Management,Statistics",0,8,0,Software Engineer
Engineering,2.75,"Design,Data Analysis,Leadership,Java,Python",1,1,2,ML Engineer
Mathematics,2.9,"Project Management,Leadership,Python,Communication",2,1,0,Software Engineer
Engineering,3.93,"Communication,Statistics,Data Analysis,Leadership,Python",1,8,1,Data Scientist
Business,3.41,"Communication,Design,Python,Java",1,7,0,Software Engineer
Psychology,2.65,"Communication,Design,Leadership,Python,Data Analysis",4,5,1,ML Engineer
Mathematics,3.31,"Data Analysis,Project Management",3,9,0,Software Engineer
Engineering,3.82,"Java,Data Analysis,Leadership,Statistics,Python",2,1,3,Data Scientist
Business,3.12,"Project Management,Statistics",0,4,0,Data Scientist
Computer Science,2.7,"Project Management,Design,Data Analysis,Python",4,9,2,Data Scientist
Computer Science,3.94,"Python,Leadership",3,5,1,ML Engineer
Mathematics,3.23,"Communication,Data Analysis",1,2,1,UX Researcher
Business,3.93,"Leadership,Java,Data Analysis,Statistics,Project Management",1,3,1,Product Manager
Business,3.71,"Statistics,Data Analysis",3,0,2,Data Scientist
Business,2.68,"Data Analysis,Communication,Design",0,4,3,UX Researcher
Computer Science,3.44,"Leadership,Java",2,4,2,Software Engineer
Business,3.65,"Statistics,Communication,Java",1,9,3,Software Engineer
Engineering,2.35,"Java,Project Management",1,7,0,Software Engineer
Business,3.25,"Communication,Statistics,Project Management,Leadership,Java",3,0,3,Software Engineer
Engineering,3.33,"Leadership,Communication",0,2,2,Product Manager
Business,2.83,"Project Management,Leadership,Java,Python",4,7,0,Software Engineer
Computer Science,2.48,"Statistics,Design,Leadership,Data Analysis",1,6,1,UX Researcher
Psychology,3.73,"Leadership,Communication",3,4,0,Product Manager
Psychology,2.69,"Communication,Java,Statistics,Python,Data Analysis",3,1,0,Data Scientist
Psychology,3.12,"Communication,Statistics,Design,Data Analysis",3,3,1,UX Researcher
Business,2.2,"Leadership,Java,Data Analysis",2,1,0,Software Engineer
Business,2.79,"Statistics,Java,Data Analysis,Design",0,9,0,Software Engineer
Computer Science,3.53,"Data Analysis,Communication",4,7,1,UX Researcher
Psychology,2.49,"Communication,Project Management,Leadership,Design",0,4,3,Product Manager
Psychology,2.56,"Data Analysis,Leadership,Python,Design,Project Management",3,7,2,ML Engineer
Mathematics,2.4,"Statistics,Data Analysis,Communication,Java,Leadership",2,0,1,Software Engineer
Computer Science,3.91,"Communication,Data Analysis,Java,Leadership,Statistics",3,8,1,Software Engineer
Engineering,3.07,"Project Management,Design",4,7,0,UX Researcher
Business,3.45,"Python,Project Management,Java,Data Analysis,Communication",1,8,0,UX Researcher
Psychology,3.72,"Communication,Leadership,Statistics,Java,Python",3,4,2,Software Engineer
Computer Science,3.35,"Project Management,Statistics,Python,Leadership,Data Analysis",4,6,2,ML Engineer
Engineering,3.63,"Python,Data Analysis,Leadership",2,3,2,Data Scientist
Engineering,2.97,"Leadership,Project Management,Python",1,9,3,Software Engineer
Biology,3.02,"Design,Project Management,Statistics,Python,Java",0,9,0,Software Engineer
Mathematics,2.25,"Leadership,Communication,Python",4,3,3,Software Engineer
Engineering,2.7,"Data Analysis,Leadership,Design,Project Management,Python",2,6,1,Data Scientist
Biology,2.89,"Python,Java",3,5,3,Software Engineer
Biology,2.22,"Design,Project Management,Data Analysis,Python",1,0,2,ML Engineer
Business,3.23,"Project Management,Data Analysis,Statistics,Python",3,9,0,Data Scientist
Biology,2.32,"Design,Communication",2,9,3,UX Researcher
Engineering,3.63,"Design,Python,Project Management",0,1,3,Consultant
Engineering,2.79,"Communication,Data Analysis",0,1,2,Consultant
Computer Science,3.05,"Communication,Data Analysis,Python,Project Management,Leadership",1,3,2,Data Scientist
Computer Science,3.28,"Statistics,Java,Design,Python,Data Analysis",2,2,0,ML Engineer
Biology,3.37,"Statistics,Communication,Design,Leadership",3,9,2,Software Engineer
Computer Science,2.46,"Project Management,Statistics,Python,Leadership,Communication",0,9,2,ML Engineer
Mathematics,2.51,"Statistics,Java,Project Management,Leadership",3,3,2,Software Engineer
Business,3.21,"Statistics,Python,Project Management,Design",0,1,3,Software Engineer
Engineering,3.3,"Statistics,Data Analysis,Project Management,Python",0,5,3,Data Scientist
Mathematics,2.65,"Communication,Design,Java,Python",1,6,1,Software Engineer
Engineering,2.43,"Design,Python,Communication,Leadership",2,7,3,Software Engineer
Business,3.8,"Project Management,Leadership,Java,Python",0,6,1,Data Scientist
Biology,3.66,"Design,Project Management,Leadership,Python,Statistics",4,3,2,Software Engineer
Computer Science,3.44,"Python,Statistics,Leadership,Design,Data Analysis",0,7,1,ML Engineer
Mathematics,3.7,"Design,Project Management,Java,Statistics,Leadership",0,9,1,Software Engineer
Business,3.21,"Project Management,Python,Statistics,Java,Communication",0,1,2,Software Engineer
Biology,2.82,"Leadership,Python,Statistics,Java,Communication",1,4,1,Software Engineer
Computer Science,3.6,"Java,Data Analysis,Leadership,Statistics,Project Management",2,5,2,Software Engineer
Psychology,3.0,"Communication,Python",4,3,2,Software Engineer
Computer Science,3.05,"Project Management,Statistics,Design,Data Analysis,Python",2,2,2,ML Engineer
Mathematics,3.27,"Communication,Project Management",4,0,1,Software Engineer
Psychology,3.58,"Project Management,Communication,Statistics",2,2,0,Data Scientist
Business,3.96,"Leadership,Statistics,Python,Project Management",2,6,0,Software Engineer
Engineering,2.73,"Communication,Statistics,Data Analysis",3,3,3,Data Scientist
Business,2.19,"Data Analysis,Project Management,Python",1,0,2,Data Scientist
Biology,3.77,"Design,Statistics",2,3,0,UX Researcher
Mathematics,2.75,"Leadership,Communication",0,5,3,Product Manager
Psychology,3.37,"Python,Data Analysis,Java",3,9,2,Product Manager
Biology,3.44,"Design,Java",2,9,0,ML Engineer
Business,3.49,"Communication,Data Analysis,Project Management",0,0,1,Software Engineer
Computer Science,3.99,"Design,Communication",0,5,0,UX Researcher
Business,2.79,"Design,Project Management,Communication,Leadership",2,6,2,Product Manager
Psychology,2.03,"Design,Project Management,Python,Leadership",0,6,2,Software Engineer
Mathematics,3.18,"Python,Design,Statistics,Data Analysis",1,6,3,Data Scientist
Business,3.25,"Statistics,Leadership",4,7,2,Data Scientist
Business,3.96,"Java,Communication",4,3,3,Product Manager
Business,2.98,"Python,Communication,Design",2,9,2,Software Engineer
Computer Science,2.85,"Python,Design,Communication,Leadership,Statistics",1,2,0,Software Engineer
Biology,2.08,"Statistics,Design,Leadership",1,4,2,Consultant
Business,3.9,"Java,Design,Communication",1,6,3,Software Engineer
Psychology,3.96,"Statistics,Leadership",2,9,2,Data Scientist
Psychology,3.07,"Project Management,Java,Leadership",1,7,0,Software Engineer
Engineering,3.65,"Python,Leadership,Communication,Java",3,9,1,Consultant
Mathematics,2.02,"Project Management,Communication,Python",0,2,3,Software Engineer
Mathematics,2.18,"Leadership,Python,Design,Data Analysis,Statistics",1,5,3,Data Scientist
Psychology,3.73,"Communication,Statistics,Data Analysis,Design",2,8,0,Consultant
Business,3.34,"Leadership,Python,Design",4,1,3,Software Engineer
Biology,2.22,"Design,Java,Data Analysis",1,6,3,Software Engineer
Psychology,3.7,"Communication,Project Management,Leadership,Data Analysis",4,9,0,Product Manager
Biology,2.43,"Project Management,Java",0,7,3,Software Engineer
Biology,2.41,"Design,Data Analysis",1,7,2,UX Researcher
Psychology,3.35,"Statistics,Leadership",4,5,3,Data Scientist
Engineering,3.11,"Project Management,Java",4,2,3,Software Engineer
Computer Science,2.92,"Python,Data Analysis",4,8,3,Data Scientist
Mathematics,2.09,"Design,Leadership",0,6,3,UX Researcher
Mathematics,3.0,"Project Management,Data Analysis",3,3,2,UX Researcher
Engineering,2.07,"Python,Leadership,Project Management",2,8,2,Software Engineer
Business,2.31,"Java,Leadership,Python",3,0,3,Software Engineer
Business,3.41,"Java,Python,Leadership,Statistics",0,4,0,Software Engineer
Biology,3.4,"Python,Communication",3,5,3,Software Engineer
Engineering,3.47,"Java,Python",1,7,2,Software Engineer
Mathematics,3.66,"Data Analysis,Project Management,Leadership,Java",1,2,1,Software Engineer
Business,2.34,"Java,Python,Communication",1,0,2,Software Engineer
Biology,2.8,"Communication,Statistics,Project Management,Python,Design",0,5,1,Software Engineer
Biology,2.92,"Project Management,Java,Python",1,0,2,Software Engineer
Mathematics,2.11,"Python,Data Analysis,Design,Communication,Project Management",1,3,1,ML Engineer
Psychology,2.33,"Statistics,Design",0,3,3,UX Researcher
Mathematics,2.75,"Leadership,Python",3,9,2,Software Engineer
Psychology,2.48,"Communication,Python,Project Management",2,1,0,Software Engineer
Mathematics,3.46,"Communication,Project Management,Java,Design",3,1,1,Software Engineer
Biology,3.07,"Leadership,Python",4,2,0,Data Scientist
Biology,2.19,"Project Management,Communication,Leadership,Python,Data Analysis",1,1,2,ML Engineer
Psychology,3.3,"Project Management,Communication,Design",2,3,2,UX Researcher
Business,2.5,"Statistics,Design,Java",0,5,3,Software Engineer
Biology,3.59,"Java,Python,Leadership",1,9,1,Software Engineer
Psychology,3.12,"Statistics,Data Analysis,Project Management,Design",1,0,3,UX Researcher
Psychology,3.19,"Communication,Python",4,6,1,Software Engineer
Business,3.02,"Project Management,Design,Leadership",2,9,0,UX Researcher
Engineering,2.23,"Data Analysis,Java,Leadership",2,1,3,Software Engineer
Psychology,2.7,"Statistics,Java",0,8,0,Software Engineer
Mathematics,2.43,"Java,Data Analysis,Statistics",0,5,2,Software Engineer
Psychology,3.08,"Design,Statistics,Java,Communication,Leadership",4,0,0,Software Engineer
Mathematics,2.97,"Leadership,Project Management",4,0,3,Data Scientist
Computer Science,2.41,"Design,Project Management",4,5,1,UX Researcher
Psychology,2.54,"Leadership,Communication,Statistics,Data Analysis,Project Management",2,3,3,Product Manager
Computer Science,2.47,"Statistics,Python",0,1,0,Software Engineer
Psychology,3.96,"Python,Communication",1,8,0,Software Engineer
Computer Science,2.22,"Statistics,Python,Design",0,5,2,Software Engineer
Mathematics,2.7,"Python,Leadership,Data Analysis,Project Management,Design",0,6,1,Data Scientist
Psychology,2.14,"Leadership,Communication,Design,Data Analysis",2,3,1,Product Manager
Engineering,3.49,"Leadership,Design,Data Analysis,Statistics",1,3,2,UX Researcher
Computer Science,2.15,"Statistics,Design,Project Management,Data Analysis",4,8,3,Consultant
Biology,3.28,"Design,Java,Data Analysis,Statistics",2,4,1,Software Engineer
Biology,2.73,"Statistics,Communication",3,2,1,UX Researcher
Mathematics,2.29,"Design,Project Management,Statistics,Leadership",2,1,3,UX Researcher
Computer Science,3.7,"Leadership,Python,Data Analysis,Project Management,Statistics",0,1,2,Software Engineer
Business,3.7,"Statistics,Leadership,Data Analysis,Communication,Java",3,7,3,Consultant
Mathematics,2.15,"Project Management,Data Analysis",4,2,0,Software Engineer
Psychology,3.4,"Leadership,Python,Data Analysis",2,1,2,ML Engineer
Psychology,3.42,"Java,Leadership,Data Analysis,Design,Communication",0,2,0,Software Engineer
Mathematics,3.04,"Python,Statistics",0,4,0,Software Engineer
Engineering,3.09,"Communication,Leadership,Python,Data Analysis",4,3,2,Data Scientist
Biology,3.92,"Statistics,Communication",3,7,2,Data Scientist
Engineering,3.57,"Statistics,Java,Design",2,2,1,Software Engineer
Biology,2.2,"Communication,Statistics,Leadership",4,4,0,Product Manager
Computer Science,3.28,"Design,Data Analysis",0,3,3,UX Researcher
Mathematics,3.68,"Project Management,Design,Leadership",1,1,1,UX Researcher
Computer Science,2.15,"Java,Python,Project Management,Design",2,0,0,Software Engineer
Computer Science,3.22,"Python,Leadership",4,9,1,ML Engineer
Biology,2.97,"Data Analysis,Leadership,Project Management,Java,Design",4,5,0,Software Engineer
Mathematics,3.02,"Python,Statistics,Design,Leadership,Project Management",1,2,1,Software Engineer
Biology,2.21,"Design,Project Management,Leadership",2,4,2,UX Researcher
Biology,3.67,"Design,Data Analysis",1,2,2,UX Researcher
Computer Science,3.98,"Java,Design,Data Analysis,Statistics",0,3,3,Software Engineer
Mathematics,3.62,"Design,Project Management",1,5,2,UX Researcher
Business,2.95,"Design,Python",4,7,3,Software Engineer
Computer Science,2.04,"Python,Leadership,Data Analysis",2,0,0,Data Scientist
Business,2.22,"Python,Java,Project Management",4,0,0,Software Engineer
Computer Science,3.68,"Java,Leadership,Python",2,7,1,Software Engineer
Computer Science,3.59,"Python,Data Analysis,Java",0,0,0,Data Scientist
Computer Science,3.32,"Data Analysis,Python,Java,Leadership",3,1,1,Data Scientist
Computer Science,2.09,"Java,Data Analysis,Project Management,Leadership",4,0,2,Software Engineer
Biology,3.25,"Statistics,Design,Data Analysis,Python",3,9,3,Data Scientist
Biology,3.9,"Java,Project Management,Communication,Python",4,2,1,Software Engineer
Mathematics,3.11,"Communication,Leadership,Project Management,Java,Data Analysis",0,0,0,Software Engineer
Business,3.13,"Project Management,Java,Leadership,Python,Statistics",4,3,1,Software Engineer
